Componente,Año,Estado,Municipio,Localidad,Registradas,Apoyadas
Hielera,2014,Nayarit,Santiago Ixcuintla,Puerta de Palapares,0,0
Sistema,2014,Nayarit,Santiago Ixcuintla,Puerta de Palapares,0,0
Motor,2014,Nayarit,Tecuala,Antonio R. Laureles,7,0
Embarcación,2014,Nayarit,Tecuala,Antonio R. Laureles,0,0
Hielera,2014,Nayarit,Tecuala,Antonio R. Laureles,0,0
Sistema,2014,Nayarit,Tecuala,Antonio R. Laureles,0,0
Motor,2014,Nayarit,Tecuala,El Espinal,1,0
Embarcación,2014,Nayarit,Tecuala,El Espinal,0,0
Hielera,2014,Nayarit,Tecuala,El Espinal,0,0
Sistema,2014,Nayarit,Tecuala,El Espinal,0,0
Motor,2014,Nayarit,Tecuala,El Macho Viejo,0,0
Embarcación,2014,Nayarit,Tecuala,El Macho Viejo,1,0
Hielera,2014,Nayarit,Tecuala,El Macho Viejo,0,0
Sistema,2014,Nayarit,Tecuala,El Macho Viejo,0,0
Motor,2014,Nayarit,Tecuala,Los Morillos,1,0
Embarcación,2014,Nayarit,Tecuala,Los Morillos,0,0
Hielera,2014,Nayarit,Tecuala,Los Morillos,0,0
Sistema,2014,Nayarit,Tecuala,Los Morillos,0,0
Motor,2014,Nayarit,Tecuala,Pesquería Pericos (Pericos),1,0
Embarcación,2014,Nayarit,Tecuala,Pesquería Pericos (Pericos),0,0
Hielera,2014,Nayarit,Tecuala,Pesquería Pericos (Pericos),0,0
Sistema,2014,Nayarit,Tecuala,Pesquería Pericos (Pericos),0,0
Motor,2014,Nayarit,Tecuala,Playa Novillero,2,0
Embarcación,2014,Nayarit,Tecuala,Playa Novillero,0,0
Hielera,2014,Nayarit,Tecuala,Playa Novillero,0,0
Sistema,2014,Nayarit,Tecuala,Playa Novillero,0,0
Motor,2014,Nayarit,Tecuala,Tecuala,1,0
Embarcación,2014,Nayarit,Tecuala,Tecuala,0,0
Hielera,2014,Nayarit,Tecuala,Tecuala,0,0
Sistema,2014,Nayarit,Tecuala,Tecuala,0,0
Motor,2014,Nayarit,Tepic,Caleras de Cofrados,1,0
Embarcación,2014,Nayarit,Tepic,Caleras de Cofrados,0,0
Hielera,2014,Nayarit,Tepic,Caleras de Cofrados,0,0
Sistema,2014,Nayarit,Tepic,Caleras de Cofrados,0,0
Motor,2014,Nayarit,Tepic,El Floreño (El Capulín),1,0
Embarcación,2014,Nayarit,Tepic,El Floreño (El Capulín),0,0
Hielera,2014,Nayarit,Tepic,El Floreño (El Capulín),0,0
Sistema,2014,Nayarit,Tepic,El Floreño (El Capulín),0,0
Motor,2014,Nayarit,Tuxpan,Unión de Corrientes,1,0
Embarcación,2014,Nayarit,Tuxpan,Unión de Corrientes,0,0
Hielera,2014,Nayarit,Tuxpan,Unión de Corrientes,1,0
Sistema,2014,Nayarit,Tuxpan,Unión de Corrientes,0,0
Motor,2014,Oaxaca,Juchitán de Zaragoza,Álvaro Obregón,10,9
Embarcación,2014,Oaxaca,Juchitán de Zaragoza,Álvaro Obregón,10,9
Hielera,2014,Oaxaca,Juchitán de Zaragoza,Álvaro Obregón,0,0
Sistema,2014,Oaxaca,Juchitán de Zaragoza,Álvaro Obregón,0,0
Motor,2014,Oaxaca,Salina Cruz,Salina Cruz,5,2
Embarcación,2014,Oaxaca,Salina Cruz,Salina Cruz,0,0
Hielera,2014,Oaxaca,Salina Cruz,Salina Cruz,0,0
Sistema,2014,Oaxaca,Salina Cruz,Salina Cruz,0,0
Motor,2014,Oaxaca,Salina Cruz,Salinas del Marqués,3,2
Embarcación,2014,Oaxaca,Salina Cruz,Salinas del Marqués,0,0
Hielera,2014,Oaxaca,Salina Cruz,Salinas del Marqués,0,0
Sistema,2014,Oaxaca,Salina Cruz,Salinas del Marqués,0,0
Motor,2014,Oaxaca,San Dionisio del Mar,Huamúchil,15,14
Embarcación,2014,Oaxaca,San Dionisio del Mar,Huamúchil,15,14
Hielera,2014,Oaxaca,San Dionisio del Mar,Huamúchil,0,0
Sistema,2014,Oaxaca,San Dionisio del Mar,Huamúchil,0,0
Motor,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Bajos de Chila,2,0
Embarcación,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Bajos de Chila,4,1
Hielera,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Bajos de Chila,0,0
Sistema,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Bajos de Chila,0,0
Motor,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Las Negras,1,1
Embarcación,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Las Negras,1,1
Hielera,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Las Negras,0,0
Sistema,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Las Negras,0,0
Motor,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Puerto Escondido,24,20
Embarcación,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Puerto Escondido,30,26
Hielera,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Puerto Escondido,0,0
Sistema,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,Puerto Escondido,1,0
Motor,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,San Pedro Mixtepec -Dto. 22-,0,0
Embarcación,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,San Pedro Mixtepec -Dto. 22-,1,0
Hielera,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,San Pedro Mixtepec -Dto. 22-,0,0
Sistema,2014,Oaxaca,San Pedro Mixtepec - Distr. 22,San Pedro Mixtepec -Dto. 22-,0,0
Motor,2014,Oaxaca,San Pedro Pochutla,El Vigía,1,0
Embarcación,2014,Oaxaca,San Pedro Pochutla,El Vigía,1,0
Hielera,2014,Oaxaca,San Pedro Pochutla,El Vigía,0,0
Sistema,2014,Oaxaca,San Pedro Pochutla,El Vigía,0,0
Motor,2014,Oaxaca,San Pedro Pochutla,Playa Zipolite,1,1
Embarcación,2014,Oaxaca,San Pedro Pochutla,Playa Zipolite,1,1
Hielera,2014,Oaxaca,San Pedro Pochutla,Playa Zipolite,0,0
Sistema,2014,Oaxaca,San Pedro Pochutla,Playa Zipolite,0,0
Motor,2014,Oaxaca,San Pedro Pochutla,Puerto Ángel,24,7
Embarcación,2014,Oaxaca,San Pedro Pochutla,Puerto Ángel,27,13
Hielera,2014,Oaxaca,San Pedro Pochutla,Puerto Ángel,1,0
Sistema,2014,Oaxaca,San Pedro Pochutla,Puerto Ángel,5,2
Motor,2014,Oaxaca,Santa María Colotepec,Barra de Navidad,3,3
Embarcación,2014,Oaxaca,Santa María Colotepec,Barra de Navidad,3,3
Hielera,2014,Oaxaca,Santa María Colotepec,Barra de Navidad,0,0
Sistema,2014,Oaxaca,Santa María Colotepec,Barra de Navidad,0,0
Motor,2014,Oaxaca,Santa María Colotepec,Brisas de Zicatela,1,1
Embarcación,2014,Oaxaca,Santa María Colotepec,Brisas de Zicatela,2,2
Hielera,2014,Oaxaca,Santa María Colotepec,Brisas de Zicatela,0,0
Sistema,2014,Oaxaca,Santa María Colotepec,Brisas de Zicatela,1,1
Motor,2014,Oaxaca,Santa María Colotepec,Colonia Libertad,1,1
Embarcación,2014,Oaxaca,Santa María Colotepec,Colonia Libertad,2,2
Hielera,2014,Oaxaca,Santa María Colotepec,Colonia Libertad,0,0
Sistema,2014,Oaxaca,Santa María Colotepec,Colonia Libertad,0,0
Motor,2014,Oaxaca,Santa María Colotepec,El Porvenir,1,1
Embarcación,2014,Oaxaca,Santa María Colotepec,El Porvenir,1,1
Hielera,2014,Oaxaca,Santa María Colotepec,El Porvenir,0,0
Sistema,2014,Oaxaca,Santa María Colotepec,El Porvenir,0,0
Motor,2014,Oaxaca,Santa María Colotepec,Marinero,5,5
Embarcación,2014,Oaxaca,Santa María Colotepec,Marinero,7,7
Hielera,2014,Oaxaca,Santa María Colotepec,Marinero,0,0
Sistema,2014,Oaxaca,Santa María Colotepec,Marinero,0,0
Motor,2014,Oaxaca,Santa María Colotepec,Santa María Colotepec,2,0
Embarcación,2014,Oaxaca,Santa María Colotepec,Santa María Colotepec,2,0
Hielera,2014,Oaxaca,Santa María Colotepec,Santa María Colotepec,0,0
Sistema,2014,Oaxaca,Santa María Colotepec,Santa María Colotepec,0,0
Motor,2014,Oaxaca,Santa María Huatulco,Aguaje el Zapote,1,1
Embarcación,2014,Oaxaca,Santa María Huatulco,Aguaje el Zapote,1,1
Hielera,2014,Oaxaca,Santa María Huatulco,Aguaje el Zapote,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,Aguaje el Zapote,1,1
Motor,2014,Oaxaca,Santa María Huatulco,Bahía de Santa Cruz Huatulco,5,2
Embarcación,2014,Oaxaca,Santa María Huatulco,Bahía de Santa Cruz Huatulco,5,2
Hielera,2014,Oaxaca,Santa María Huatulco,Bahía de Santa Cruz Huatulco,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,Bahía de Santa Cruz Huatulco,5,1
Motor,2014,Oaxaca,Santa María Huatulco,Bajos de Coyula,6,0
Embarcación,2014,Oaxaca,Santa María Huatulco,Bajos de Coyula,6,0
Hielera,2014,Oaxaca,Santa María Huatulco,Bajos de Coyula,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,Bajos de Coyula,0,0
Motor,2014,Oaxaca,Santa María Huatulco,Crucecita,3,0
Embarcación,2014,Oaxaca,Santa María Huatulco,Crucecita,2,0
Hielera,2014,Oaxaca,Santa María Huatulco,Crucecita,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,Crucecita,1,0
Motor,2014,Oaxaca,Santa María Huatulco,La Bocana de Copalita,1,0
Embarcación,2014,Oaxaca,Santa María Huatulco,La Bocana de Copalita,1,0
Hielera,2014,Oaxaca,Santa María Huatulco,La Bocana de Copalita,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,La Bocana de Copalita,0,0
Motor,2014,Oaxaca,Santa María Huatulco,Paso Ancho,1,1
Embarcación,2014,Oaxaca,Santa María Huatulco,Paso Ancho,1,1
Hielera,2014,Oaxaca,Santa María Huatulco,Paso Ancho,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,Paso Ancho,0,0
Motor,2014,Oaxaca,Santa María Huatulco,San Agustín,0,0
Embarcación,2014,Oaxaca,Santa María Huatulco,San Agustín,2,1
Hielera,2014,Oaxaca,Santa María Huatulco,San Agustín,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,San Agustín,0,0
Motor,2014,Oaxaca,Santa María Huatulco,Sector H Tres,1,0
Embarcación,2014,Oaxaca,Santa María Huatulco,Sector H Tres,0,0
Hielera,2014,Oaxaca,Santa María Huatulco,Sector H Tres,0,0
Sistema,2014,Oaxaca,Santa María Huatulco,Sector H Tres,0,0
Motor,2014,Oaxaca,Santa María Tonameca,Mazunte,1,0
Embarcación,2014,Oaxaca,Santa María Tonameca,Mazunte,1,0
Hielera,2014,Oaxaca,Santa María Tonameca,Mazunte,0,0
Sistema,2014,Oaxaca,Santa María Tonameca,Mazunte,0,0
Motor,2014,Oaxaca,Santiago Jamiltepec,Santiago Jamiltepec,1,0
Embarcación,2014,Oaxaca,Santiago Jamiltepec,Santiago Jamiltepec,1,0
Hielera,2014,Oaxaca,Santiago Jamiltepec,Santiago Jamiltepec,0,0
Sistema,2014,Oaxaca,Santiago Jamiltepec,Santiago Jamiltepec,0,0
Motor,2014,Oaxaca,Santiago Pinotepa Nacional,Corralero,6,3
Embarcación,2014,Oaxaca,Santiago Pinotepa Nacional,Corralero,8,4
Hielera,2014,Oaxaca,Santiago Pinotepa Nacional,Corralero,3,0
Sistema,2014,Oaxaca,Santiago Pinotepa Nacional,Corralero,4,1
Motor,2014,Oaxaca,Santo Domingo Tehuantepec,Santa Gertrudis Miramar,9,0
Embarcación,2014,Oaxaca,Santo Domingo Tehuantepec,Santa Gertrudis Miramar,9,0
Hielera,2014,Oaxaca,Santo Domingo Tehuantepec,Santa Gertrudis Miramar,0,0
Sistema,2014,Oaxaca,Santo Domingo Tehuantepec,Santa Gertrudis Miramar,0,0
Motor,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Cerro Hermoso,3,2
Embarcación,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Cerro Hermoso,5,4
Hielera,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Cerro Hermoso,0,0
Sistema,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Cerro Hermoso,0,0
Motor,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Cacalote,3,0
Embarcación,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Cacalote,2,0
Hielera,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Cacalote,0,0
Sistema,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Cacalote,0,0
Motor,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Zapotalito,10,7
Embarcación,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Zapotalito,11,8
Hielera,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Zapotalito,0,0
Sistema,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",El Zapotalito,1,0
Motor,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",La Plata,1,1
Embarcación,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",La Plata,0,0
Hielera,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",La Plata,0,0
Sistema,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",La Plata,0,0
Motor,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Río Grande o Piedra Parada,4,2
Embarcación,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Río Grande o Piedra Parada,2,2
Hielera,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Río Grande o Piedra Parada,0,0
Sistema,2014,Oaxaca,"Villa de Tututepec de Melchor
Ocampo San Pedro Tu",Río Grande o Piedra Parada,0,0
Motor,2014,Querétaro,Cadereyta de Montes,Agua Fría,0,0
Embarcación,2014,Querétaro,Cadereyta de Montes,Agua Fría,0,0
Hielera,2014,Querétaro,Cadereyta de Montes,Agua Fría,1,1
Sistema,2014,Querétaro,Cadereyta de Montes,Agua Fría,0,0
Motor,2014,Querétaro,Cadereyta de Montes,El Terrero,1,0
Embarcación,2014,Querétaro,Cadereyta de Montes,El Terrero,1,1
Hielera,2014,Querétaro,Cadereyta de Montes,El Terrero,1,1
Sistema,2014,Querétaro,Cadereyta de Montes,El Terrero,0,0
Motor,2014,Querétaro,Cadereyta de Montes,Tzibantzá,3,1
Embarcación,2014,Querétaro,Cadereyta de Montes,Tzibantzá,5,3
Hielera,2014,Querétaro,Cadereyta de Montes,Tzibantzá,0,0
Sistema,2014,Querétaro,Cadereyta de Montes,Tzibantzá,0,0
Motor,2014,Querétaro,Cadereyta de Montes,Xidhí,0,0
Embarcación,2014,Querétaro,Cadereyta de Montes,Xidhí,0,0
Hielera,2014,Querétaro,Cadereyta de Montes,Xidhí,2,2
Sistema,2014,Querétaro,Cadereyta de Montes,Xidhí,0,0
Motor,2014,Querétaro,Cadereyta de Montes,Xodhé,0,0
Embarcación,2014,Querétaro,Cadereyta de Montes,Xodhé,1,1
Hielera,2014,Querétaro,Cadereyta de Montes,Xodhé,5,5
Sistema,2014,Querétaro,Cadereyta de Montes,Xodhé,0,0
Motor,2014,Querétaro,Colón,El Carrizal,0,0
Embarcación,2014,Querétaro,Colón,El Carrizal,1,1
Hielera,2014,Querétaro,Colón,El Carrizal,0,0
Sistema,2014,Querétaro,Colón,El Carrizal,0,0
Motor,2014,Querétaro,Querétaro,Corea,1,1
Embarcación,2014,Querétaro,Querétaro,Corea,1,0
Hielera,2014,Querétaro,Querétaro,Corea,0,0
Sistema,2014,Querétaro,Querétaro,Corea,0,0
Motor,2014,Querétaro,Querétaro,Santa Catarina,1,0
Embarcación,2014,Querétaro,Querétaro,Santa Catarina,1,1
Hielera,2014,Querétaro,Querétaro,Santa Catarina,0,0
Sistema,2014,Querétaro,Querétaro,Santa Catarina,0,0
Motor,2014,Quintana Roo,Benito Juárez,Cancún,3,0
Embarcación,2014,Quintana Roo,Benito Juárez,Cancún,0,0
Hielera,2014,Quintana Roo,Benito Juárez,Cancún,0,0
Sistema,2014,Quintana Roo,Benito Juárez,Cancún,0,0
Motor,2014,Quintana Roo,Benito Juárez,Puerto Morelos,7,0
Embarcación,2014,Quintana Roo,Benito Juárez,Puerto Morelos,7,0
Hielera,2014,Quintana Roo,Benito Juárez,Puerto Morelos,11,0
Sistema,2014,Quintana Roo,Benito Juárez,Puerto Morelos,10,0
Motor,2014,Quintana Roo,Cozumel,Cozumel,12,0
Embarcación,2014,Quintana Roo,Cozumel,Cozumel,10,0
Hielera,2014,Quintana Roo,Cozumel,Cozumel,0,0
Sistema,2014,Quintana Roo,Cozumel,Cozumel,0,0
Motor,2014,Quintana Roo,Isla Mujeres,Isla Blanca,0,0
Embarcación,2014,Quintana Roo,Isla Mujeres,Isla Blanca,1,0
Hielera,2014,Quintana Roo,Isla Mujeres,Isla Blanca,0,0
Sistema,2014,Quintana Roo,Isla Mujeres,Isla Blanca,0,0
Motor,2014,Quintana Roo,Isla Mujeres,Isla Mujeres,3,0
Embarcación,2014,Quintana Roo,Isla Mujeres,Isla Mujeres,8,0
Hielera,2014,Quintana Roo,Isla Mujeres,Isla Mujeres,17,0
Sistema,2014,Quintana Roo,Isla Mujeres,Isla Mujeres,32,0
Motor,2014,Quintana Roo,Lázaro Cárdenas,Chiquilá,17,0
Embarcación,2014,Quintana Roo,Lázaro Cárdenas,Chiquilá,15,0
Hielera,2014,Quintana Roo,Lázaro Cárdenas,Chiquilá,22,0
Sistema,2014,Quintana Roo,Lázaro Cárdenas,Chiquilá,14,0
Motor,2014,Quintana Roo,Lázaro Cárdenas,Holbox,2,0
Embarcación,2014,Quintana Roo,Lázaro Cárdenas,Holbox,29,0
Hielera,2014,Quintana Roo,Lázaro Cárdenas,Holbox,46,0
Sistema,2014,Quintana Roo,Lázaro Cárdenas,Holbox,47,0
Motor,2014,Quintana Roo,Lázaro Cárdenas,Solferino,1,0
Embarcación,2014,Quintana Roo,Lázaro Cárdenas,Solferino,1,0
Hielera,2014,Quintana Roo,Lázaro Cárdenas,Solferino,2,0
Sistema,2014,Quintana Roo,Lázaro Cárdenas,Solferino,2,0
Motor,2014,Quintana Roo,Othón P. Blanco,Chetumal,1,0
Embarcación,2014,Quintana Roo,Othón P. Blanco,Chetumal,0,0
Hielera,2014,Quintana Roo,Othón P. Blanco,Chetumal,0,0
Sistema,2014,Quintana Roo,Othón P. Blanco,Chetumal,0,0
Motor,2014,Quintana Roo,Solidarídad,Playa del Carmen,3,0
Embarcación,2014,Quintana Roo,Solidarídad,Playa del Carmen,0,0
Hielera,2014,Quintana Roo,Solidarídad,Playa del Carmen,0,0
Sistema,2014,Quintana Roo,Solidarídad,Playa del Carmen,0,0
Motor,2014,Quintana Roo,Tulum,Javier Rojo Gómez (Punta Allen),2,0
Embarcación,2014,Quintana Roo,Tulum,Javier Rojo Gómez (Punta Allen),0,0
Hielera,2014,Quintana Roo,Tulum,Javier Rojo Gómez (Punta Allen),27,0
Sistema,2014,Quintana Roo,Tulum,Javier Rojo Gómez (Punta Allen),27,0
Motor,2014,Sinaloa,Ahome,Ahome,2,0
Embarcación,2014,Sinaloa,Ahome,Ahome,0,0
Hielera,2014,Sinaloa,Ahome,Ahome,0,0
Sistema,2014,Sinaloa,Ahome,Ahome,0,0
Motor,2014,Sinaloa,Ahome,Bacorehuis,34,17
Embarcación,2014,Sinaloa,Ahome,Bacorehuis,0,0
Hielera,2014,Sinaloa,Ahome,Bacorehuis,0,0
Sistema,2014,Sinaloa,Ahome,Bacorehuis,0,0
Motor,2014,Sinaloa,Ahome,Campo Gastélum,1,1
Embarcación,2014,Sinaloa,Ahome,Campo Gastélum,0,0
Hielera,2014,Sinaloa,Ahome,Campo Gastélum,0,0
Sistema,2014,Sinaloa,Ahome,Campo Gastélum,0,0
Motor,2014,Sinaloa,Ahome,Campo Nuevo,1,0
Embarcación,2014,Sinaloa,Ahome,Campo Nuevo,0,0
Hielera,2014,Sinaloa,Ahome,Campo Nuevo,0,0
Sistema,2014,Sinaloa,Ahome,Campo Nuevo,0,0
Motor,2014,Sinaloa,Ahome,Compuertas,1,1
Embarcación,2014,Sinaloa,Ahome,Compuertas,0,0
Hielera,2014,Sinaloa,Ahome,Compuertas,0,0
Sistema,2014,Sinaloa,Ahome,Compuertas,0,0
Motor,2014,Sinaloa,Ahome,El Aguajito,35,12
Embarcación,2014,Sinaloa,Ahome,El Aguajito,4,0
Hielera,2014,Sinaloa,Ahome,El Aguajito,0,0
Sistema,2014,Sinaloa,Ahome,El Aguajito,0,0
Motor,2014,Sinaloa,Ahome,El Alhuate,4,1
Embarcación,2014,Sinaloa,Ahome,El Alhuate,1,0
Hielera,2014,Sinaloa,Ahome,El Alhuate,0,0
Sistema,2014,Sinaloa,Ahome,El Alhuate,0,0
Motor,2014,Sinaloa,Ahome,El Bule,1,0
Embarcación,2014,Sinaloa,Ahome,El Bule,0,0
Hielera,2014,Sinaloa,Ahome,El Bule,0,0
Sistema,2014,Sinaloa,Ahome,El Bule,0,0
Motor,2014,Sinaloa,Ahome,El Colorado,99,23
Embarcación,2014,Sinaloa,Ahome,El Colorado,12,0
Hielera,2014,Sinaloa,Ahome,El Colorado,0,0
Sistema,2014,Sinaloa,Ahome,El Colorado,0,0
Motor,2014,Sinaloa,Ahome,El Hecho,6,2
Embarcación,2014,Sinaloa,Ahome,El Hecho,0,0
Hielera,2014,Sinaloa,Ahome,El Hecho,0,0
Sistema,2014,Sinaloa,Ahome,El Hecho,0,0
Motor,2014,Sinaloa,Ahome,Flor Azul,1,0
Embarcación,2014,Sinaloa,Ahome,Flor Azul,0,0
Hielera,2014,Sinaloa,Ahome,Flor Azul,0,0
Sistema,2014,Sinaloa,Ahome,Flor Azul,0,0
Motor,2014,Sinaloa,Ahome,Guadalupe Estrada (Campo Estrada),1,0
Embarcación,2014,Sinaloa,Ahome,Guadalupe Estrada (Campo Estrada),0,0
Hielera,2014,Sinaloa,Ahome,Guadalupe Estrada (Campo Estrada),0,0
Sistema,2014,Sinaloa,Ahome,Guadalupe Estrada (Campo Estrada),0,0
Motor,2014,Sinaloa,Ahome,Higuera de Zaragoza,7,1
Embarcación,2014,Sinaloa,Ahome,Higuera de Zaragoza,0,0
Hielera,2014,Sinaloa,Ahome,Higuera de Zaragoza,0,0
Sistema,2014,Sinaloa,Ahome,Higuera de Zaragoza,0,0
Motor,2014,Sinaloa,Ahome,Jitzamuri,62,15
Embarcación,2014,Sinaloa,Ahome,Jitzamuri,7,0
Hielera,2014,Sinaloa,Ahome,Jitzamuri,0,0
Sistema,2014,Sinaloa,Ahome,Jitzamuri,0,0
Motor,2014,Sinaloa,Ahome,Las Grullas Margen Derecha,5,2
Embarcación,2014,Sinaloa,Ahome,Las Grullas Margen Derecha,1,0
Hielera,2014,Sinaloa,Ahome,Las Grullas Margen Derecha,0,0
Sistema,2014,Sinaloa,Ahome,Las Grullas Margen Derecha,0,0
Motor,2014,Sinaloa,Ahome,Las Grullas Margen Izquierda,12,1
Embarcación,2014,Sinaloa,Ahome,Las Grullas Margen Izquierda,1,0
Hielera,2014,Sinaloa,Ahome,Las Grullas Margen Izquierda,0,0
Sistema,2014,Sinaloa,Ahome,Las Grullas Margen Izquierda,0,0
Motor,2014,Sinaloa,Ahome,Las Lajitas,12,7
Embarcación,2014,Sinaloa,Ahome,Las Lajitas,0,0
Hielera,2014,Sinaloa,Ahome,Las Lajitas,0,0
Sistema,2014,Sinaloa,Ahome,Las Lajitas,0,0
Motor,2014,Sinaloa,Ahome,Lázaro Cárdenas (Muellecito),12,5
Embarcación,2014,Sinaloa,Ahome,Lázaro Cárdenas (Muellecito),0,0
Hielera,2014,Sinaloa,Ahome,Lázaro Cárdenas (Muellecito),0,0
Sistema,2014,Sinaloa,Ahome,Lázaro Cárdenas (Muellecito),0,0
Motor,2014,Sinaloa,Ahome,Localidad sin Nombre,1,0
Embarcación,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Hielera,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Sistema,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Motor,2014,Sinaloa,Ahome,Localidad sin Nombre,1,1
Embarcación,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Hielera,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Sistema,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Motor,2014,Sinaloa,Ahome,Localidad sin Nombre,2,1
Embarcación,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Hielera,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Sistema,2014,Sinaloa,Ahome,Localidad sin Nombre,0,0
Motor,2014,Sinaloa,Ahome,Los Mochis,11,3
Embarcación,2014,Sinaloa,Ahome,Los Mochis,0,0
Hielera,2014,Sinaloa,Ahome,Los Mochis,0,0
Sistema,2014,Sinaloa,Ahome,Los Mochis,0,0
Motor,2014,Sinaloa,Ahome,Macapule,1,1
Embarcación,2014,Sinaloa,Ahome,Macapule,0,0
Hielera,2014,Sinaloa,Ahome,Macapule,0,0
Sistema,2014,Sinaloa,Ahome,Macapule,0,0
Motor,2014,Sinaloa,Ahome,Ohuira,1,0
Embarcación,2014,Sinaloa,Ahome,Ohuira,0,0
Hielera,2014,Sinaloa,Ahome,Ohuira,0,0
Sistema,2014,Sinaloa,Ahome,Ohuira,0,0
Motor,2014,Sinaloa,Ahome,Paredones,39,9
Embarcación,2014,Sinaloa,Ahome,Paredones,0,0
Hielera,2014,Sinaloa,Ahome,Paredones,0,0
Sistema,2014,Sinaloa,Ahome,Paredones,0,0
Motor,2014,Sinaloa,Ahome,Poblado Número Cinco,12,6
Embarcación,2014,Sinaloa,Ahome,Poblado Número Cinco,0,0
Hielera,2014,Sinaloa,Ahome,Poblado Número Cinco,0,0
Sistema,2014,Sinaloa,Ahome,Poblado Número Cinco,0,0
Motor,2014,Sinaloa,Ahome,Primero de Mayo,2,0
Embarcación,2014,Sinaloa,Ahome,Primero de Mayo,0,0
Hielera,2014,Sinaloa,Ahome,Primero de Mayo,0,0
Sistema,2014,Sinaloa,Ahome,Primero de Mayo,0,0
Motor,2014,Sinaloa,Ahome,Ricardo Flores Magón,1,0
Embarcación,2014,Sinaloa,Ahome,Ricardo Flores Magón,0,0
Hielera,2014,Sinaloa,Ahome,Ricardo Flores Magón,0,0
Sistema,2014,Sinaloa,Ahome,Ricardo Flores Magón,0,0
Motor,2014,Sinaloa,Ahome,Rosendo G. Castro,1,0
Embarcación,2014,Sinaloa,Ahome,Rosendo G. Castro,1,0
Hielera,2014,Sinaloa,Ahome,Rosendo G. Castro,0,0
Sistema,2014,Sinaloa,Ahome,Rosendo G. Castro,0,0
Motor,2014,Sinaloa,Ahome,San Lorenzo Viejo,3,1
Embarcación,2014,Sinaloa,Ahome,San Lorenzo Viejo,0,0
Hielera,2014,Sinaloa,Ahome,San Lorenzo Viejo,0,0
Sistema,2014,Sinaloa,Ahome,San Lorenzo Viejo,0,0
Motor,2014,Sinaloa,Ahome,Tabelojeca,1,0
